drug,symptom,faers_reports,label
xanax,gastrointestinal haemorrhage,583,1
xanax,internal bleeding,0,0
xanax,seizure,805,1
xanax,convulsion,953,1
xanax,suicidal ideation,1951,1
xanax,rhabdomyolysis,255,0
xanax,pancreatitis,444,1
xanax,sepsis,667,1
xanax,chest pain,2275,2
xanax,dyspnoea,4954,2
xanax,shortness of breath,0,0
xanax,dizziness,4848,2
xanax,vertigo,709,1
xanax,palpitations,1451,1
xanax,tachycardia,752,1
xanax,bradycardia,368,1
xanax,hypertension,2123,2
xanax,hypotension,1534,1
xanax,syncope,837,1
xanax,fainting,0,0
xanax,oedema,447,1
xanax,swelling,636,1
xanax,rash,2349,2
xanax,urticaria,851,1
xanax,hives,0,0
xanax,pruritus,2123,2
xanax,itching,0,0
xanax,vomiting,4192,2
xanax,nausea,7703,2
xanax,diarrhoea,4954,2
xanax,abdominal pain,2107,2
xanax,headache,5826,2
xanax,migraine,1244,1
xanax,tremor,2645,2
xanax,insomnia,4665,2
xanax,anxiety,6414,2
xanax,depression,4601,2
xanax,fatigue,7056,2
xanax,asthenia,4083,2
xanax,weakness,0,0
xanax,pyrexia,2185,2
xanax,fever,0,0
xanax,arthralgia,3078,2
xanax,joint pain,0,0
xanax,myalgia,1460,1
xanax,muscle pain,0,0
xanax,back pain,2663,2
xanax,cough,1855,1
clonazepam,myocardial infarction,800,1
clonazepam,heart attack,0,0
clonazepam,cardiac arrest,1755,1
clonazepam,stroke,0,0
clonazepam,cerebrovascular accident,851,1
clonazepam,anaphylactic reaction,257,0
clonazepam,anaphylaxis,0,0
clonazepam,angioedema,116,0
clonazepam,stevens-johnson syndrome,207,0
clonazepam,renal failure,1369,1
clonazepam,kidney failure,0,0
clonazepam,hepatic failure,225,0
clonazepam,liver failure,0,0
clonazepam,respiratory failure,804,1
clonazepam,pulmonary embolism,696,1
clonazepam,deep vein thrombosis,515,1
clonazepam,gastrointestinal haemorrhage,397,1
clonazepam,internal bleeding,0,0
clonazepam,seizure,2865,2
clonazepam,convulsion,1050,1
clonazepam,suicidal ideation,2418,2
clonazepam,rhabdomyolysis,572,1
clonazepam,pancreatitis,434,1
clonazepam,sepsis,724,1
clonazepam,chest pain,2031,2
clonazepam,dyspnoea,5243,2
clonazepam,shortness of breath,0,0
clonazepam,dizziness,5059,2
clonazepam,vertigo,698,1
clonazepam,palpitations,1222,1
clonazepam,tachycardia,1139,1
clonazepam,bradycardia,730,1
clonazepam,hypertension,2223,2
clonazepam,hypotension,2308,2
clonazepam,syncope,939,1
clonazepam,fainting,0,0
clonazepam,oedema,1080,1
clonazepam,swelling,593,1
clonazepam,rash,2244,2
clonazepam,urticaria,954,1
clonazepam,hives,0,0
clonazepam,pruritus,2213,2
clonazepam,itching,0,0
clonazepam,vomiting,4560,2
clonazepam,nausea,6566,2
clonazepam,diarrhoea,4856,2
clonazepam,abdominal pain,1955,1
clonazepam,headache,6124,2
clonazepam,migraine,1325,1
clonazepam,tremor,3151,2
clonazepam,insomnia,4675,2
clonazepam,anxiety,5951,2
clonazepam,depression,5599,2
clonazepam,fatigue,7286,2
clonazepam,asthenia,3575,2
clonazepam,weakness,0,0
clonazepam,pyrexia,2734,2
clonazepam,fever,0,0
clonazepam,arthralgia,3146,2
clonazepam,joint pain,0,0
clonazepam,myalgia,1392,1
clonazepam,muscle pain,0,0
clonazepam,back pain,2407,2
clonazepam,cough,2804,2
klonopin,myocardial infarction,391,1
klonopin,heart attack,0,0
klonopin,cardiac arrest,143,0
klonopin,stroke,0,0
klonopin,cerebrovascular accident,405,1
klonopin,anaphylactic reaction,91,0
klonopin,anaphylaxis,0,0
klonopin,angioedema,34,0
klonopin,stevens-johnson syndrome,63,0
klonopin,renal failure,391,1
klonopin,kidney failure,0,0
klonopin,hepatic failure,56,0
klonopin,liver failure,0,0
klonopin,respiratory failure,178,0
klonopin,pulmonary embolism,321,1
klonopin,deep vein thrombosis,269,0
klonopin,gastrointestinal haemorrhage,170,0
klonopin,internal bleeding,0,0
klonopin,seizure,933,1
klonopin,convulsion,752,1
klonopin,suicidal ideation,1349,1
klonopin,rhabdomyolysis,83,0
klonopin,pancreatitis,287,0
klonopin,sepsis,215,0
klonopin,chest pain,927,1
klonopin,dyspnoea,1704,1
klonopin,shortness of breath,0,0
klonopin,dizziness,2477,2
klonopin,vertigo,308,1
klonopin,palpitations,669,1
klonopin,tachycardia,252,0
klonopin,bradycardia,117,0
klonopin,hypertension,827,1
klonopin,hypotension,537,1
klonopin,syncope,353,1
klonopin,fainting,0,0
klonopin,oedema,182,0
klonopin,swelling,257,0
klonopin,rash,1099,1
klonopin,urticaria,391,1
klonopin,hives,0,0
klonopin,pruritus,919,1
klonopin,itching,0,0
klonopin,vomiting,1684,1
klonopin,nausea,3341,2
klonopin,diarrhoea,1962,1
klonopin,abdominal pain,813,1
klonopin,headache,2875,2
klonopin,migraine,717,1
klonopin,tremor,1406,1
klonopin,insomnia,2772,2
klonopin,anxiety,3326,2
klonopin,depression,2818,2
klonopin,fatigue,3306,2
klonopin,asthenia,1582,1
klonopin,weakness,0,0
klonopin,pyrexia,941,1
klonopin,fever,0,0
klonopin,arthralgia,1253,1
klonopin,joint pain,0,0
klonopin,myalgia,629,1
klonopin,muscle pain,0,0
klonopin,back pain,1124,1
klonopin,cough,767,1
lorazepam,myocardial infarction,1000,1
lorazepam,heart attack,0,0
lorazepam,cardiac arrest,1500,1
lorazepam,stroke,0,0
lorazepam,cerebrovascular accident,979,1
lorazepam,anaphylactic reaction,307,1
lorazepam,anaphylaxis,0,0
lorazepam,angioedema,229,0
lorazepam,stevens-johnson syndrome,230,0
lorazepam,renal failure,1847,1
lorazepam,kidney failure,0,0
lorazepam,hepatic failure,299,0
lorazepam,liver failure,0,0
lorazepam,respiratory failure,1243,1
lorazepam,pulmonary embolism,1159,1
lorazepam,deep vein thrombosis,764,1
lorazepam,gastrointestinal haemorrhage,714,1
lorazepam,internal bleeding,0,0
lorazepam,seizure,1822,1
lorazepam,convulsion,793,1
lorazepam,suicidal ideation,1947,1
lorazepam,rhabdomyolysis,958,1
lorazepam,pancreatitis,683,1
lorazepam,sepsis,1379,1
lorazepam,chest pain,2636,2
lorazepam,dyspnoea,6232,2
lorazepam,shortness of breath,0,0
lorazepam,dizziness,5629,2
lorazepam,vertigo,662,1
lorazepam,palpitations,1182,1
lorazepam,tachycardia,2108,2
lorazepam,bradycardia,1148,1
lorazepam,hypertension,3025,2
lorazepam,hypotension,3134,2
lorazepam,syncope,1183,1
lorazepam,fainting,0,0
lorazepam,oedema,1281,1
lorazepam,swelling,1474,1
lorazepam,rash,3669,2
lorazepam,urticaria,1855,1
lorazepam,hives,0,0
lorazepam,pruritus,2852,2
lorazepam,itching,0,0
lorazepam,vomiting,5916,2
lorazepam,nausea,8774,2
lorazepam,diarrhoea,7127,2
lorazepam,abdominal pain,2732,2
lorazepam,headache,5766,2
lorazepam,migraine,1348,1
lorazepam,tremor,2574,2
lorazepam,insomnia,4187,2
lorazepam,anxiety,5654,2
lorazepam,depression,3797,2
lorazepam,fatigue,8907,2
lorazepam,asthenia,4791,2
lorazepam,weakness,0,0
lorazepam,pyrexia,4409,2
lorazepam,fever,0,0
lorazepam,arthralgia,3787,2
lorazepam,joint pain,0,0
lorazepam,myalgia,1305,1
lorazepam,muscle pain,0,0
lorazepam,back pain,2364,2
lorazepam,cough,2328,2
ativan,myocardial infarction,588,1
ativan,heart attack,0,0
ativan,cardiac arrest,370,1
ativan,stroke,0,0
ativan,cerebrovascular accident,633,1
ativan,anaphylactic reaction,193,0
ativan,anaphylaxis,0,0
ativan,angioedema,117,0
ativan,stevens-johnson syndrome,88,0
ativan,renal failure,766,1
ativan,kidney failure,0,0
ativan,hepatic failure,126,0
ativan,liver failure,0,0
ativan,respiratory failure,574,1
ativan,pulmonary embolism,620,1
ativan,deep vein thrombosis,566,1
ativan,gastrointestinal haemorrhage,410,1
ativan,internal bleeding,0,0
ativan,seizure,817,1
ativan,convulsion,659,1
ativan,suicidal ideation,956,1
ativan,rhabdomyolysis,128,0
ativan,pancreatitis,511,1
ativan,sepsis,704,1
ativan,chest pain,2191,2
ativan,dyspnoea,3960,2
ativan,shortness of breath,0,0
ativan,dizziness,3495,2
ativan,vertigo,289,0
ativan,palpitations,804,1
ativan,tachycardia,714,1
ativan,bradycardia,341,1
ativan,hypertension,2070,2
ativan,hypotension,1225,1
ativan,syncope,525,1
ativan,fainting,0,0
ativan,oedema,1078,1
ativan,swelling,1479,1
ativan,rash,2488,2
ativan,urticaria,1603,1
ativan,hives,0,0
ativan,pruritus,1888,1
ativan,itching,0,0
ativan,vomiting,3628,2
ativan,nausea,5725,2
ativan,diarrhoea,4315,2
ativan,abdominal pain,2157,2
ativan,headache,3796,2
ativan,migraine,1170,1
ativan,tremor,1322,1
ativan,insomnia,2864,2
ativan,anxiety,4037,2
ativan,depression,2705,2
ativan,fatigue,5799,2
ativan,asthenia,3052,2
ativan,weakness,0,0
ativan,pyrexia,2686,2
ativan,fever,0,0
ativan,arthralgia,2863,2
ativan,joint pain,0,0
ativan,myalgia,851,1
ativan,muscle pain,0,0
ativan,back pain,1621,1
ativan,cough,1555,1
zolpidem,myocardial infarction,449,1
zolpidem,heart attack,0,0
zolpidem,cardiac arrest,1005,1
zolpidem,stroke,0,0
zolpidem,cerebrovascular accident,622,1
zolpidem,anaphylactic reaction,82,0
zolpidem,anaphylaxis,0,0
zolpidem,angioedema,96,0
zolpidem,stevens-johnson syndrome,108,0
zolpidem,renal failure,1663,1
zolpidem,kidney failure,0,0
zolpidem,hepatic failure,148,0
zolpidem,liver failure,0,0
zolpidem,respiratory failure,422,1
zolpidem,pulmonary embolism,543,1
zolpidem,deep vein thrombosis,403,1
zolpidem,gastrointestinal haemorrhage,491,1
zolpidem,internal bleeding,0,0
zolpidem,seizure,530,1
zolpidem,convulsion,342,1
zolpidem,suicidal ideation,881,1
zolpidem,rhabdomyolysis,482,1
zolpidem,pancreatitis,224,0
zolpidem,sepsis,579,1
zolpidem,chest pain,822,1
zolpidem,dyspnoea,2427,2
zolpidem,shortness of breath,0,0
zolpidem,dizziness,2398,2
zolpidem,vertigo,400,1
zolpidem,palpitations,765,1
zolpidem,tachycardia,886,1
zolpidem,bradycardia,472,1
zolpidem,hypertension,1144,1
zolpidem,hypotension,1665,1
zolpidem,syncope,748,1
zolpidem,fainting,0,0
zolpidem,oedema,299,0
zolpidem,swelling,293,0
zolpidem,rash,1387,1
zolpidem,urticaria,440,1
zolpidem,hives,0,0
zolpidem,pruritus,1197,1
zolpidem,itching,0,0
zolpidem,vomiting,2436,2
zolpidem,nausea,3824,2
zolpidem,diarrhoea,2897,2
zolpidem,abdominal pain,1091,1
zolpidem,headache,2824,2
zolpidem,migraine,387,1
zolpidem,tremor,1150,1
zolpidem,insomnia,2738,2
zolpidem,anxiety,2457,2
zolpidem,depression,1845,1
zolpidem,fatigue,3702,2
zolpidem,asthenia,2093,2
zolpidem,weakness,0,0
zolpidem,pyrexia,1799,1
zolpidem,fever,0,0
zolpidem,arthralgia,1460,1
zolpidem,joint pain,0,0
zolpidem,myalgia,743,1
zolpidem,muscle pain,0,0
zolpidem,back pain,1122,1
zolpidem,cough,1141,1
ambien,myocardial infarction,830,1
ambien,heart attack,0,0
ambien,cardiac arrest,310,1
ambien,stroke,0,0
ambien,cerebrovascular accident,786,1
ambien,anaphylactic reaction,154,0
ambien,anaphylaxis,0,0
ambien,angioedema,67,0
ambien,stevens-johnson syndrome,76,0
ambien,renal failure,1134,1
ambien,kidney failure,0,0
ambien,hepatic failure,132,0
ambien,liver failure,0,0
ambien,respiratory failure,411,1
ambien,pulmonary embolism,727,1
ambien,deep vein thrombosis,701,1
ambien,gastrointestinal haemorrhage,536,1
ambien,internal bleeding,0,0
ambien,seizure,361,1
ambien,convulsion,575,1
ambien,suicidal ideation,1095,1
ambien,rhabdomyolysis,119,0
ambien,pancreatitis,417,1
ambien,sepsis,557,1
ambien,chest pain,1588,1
ambien,dyspnoea,3038,2
ambien,shortness of breath,0,0
ambien,dizziness,3053,2
ambien,vertigo,354,1
ambien,palpitations,810,1
ambien,tachycardia,397,1
ambien,bradycardia,201,0
ambien,hypertension,1471,1
ambien,hypotension,1050,1
ambien,syncope,635,1
ambien,fainting,0,0
ambien,oedema,332,1
ambien,swelling,441,1
ambien,rash,1646,1
ambien,urticaria,527,1
ambien,hives,0,0
ambien,pruritus,1363,1
ambien,itching,0,0
ambien,vomiting,2608,2
ambien,nausea,4953,2
ambien,diarrhoea,3292,2
ambien,abdominal pain,1499,1
ambien,headache,3694,2
ambien,migraine,775,1
ambien,tremor,1260,1
ambien,insomnia,3908,2
ambien,anxiety,3270,2
ambien,depression,2885,2
ambien,fatigue,4900,2
ambien,asthenia,2539,2
ambien,weakness,0,0
ambien,pyrexia,1524,1
ambien,fever,0,0
ambien,arthralgia,2220,2
ambien,joint pain,0,0
ambien,myalgia,981,1
ambien,muscle pain,0,0
ambien,back pain,1935,1
ambien,cough,1262,1
tramadol,myocardial infarction,1371,1
tramadol,heart attack,0,0
tramadol,cardiac arrest,1443,1
tramadol,stroke,0,0
tramadol,cerebrovascular accident,1465,1
tramadol,anaphylactic reaction,547,1
tramadol,anaphylaxis,0,0
tramadol,angioedema,656,1
tramadol,stevens-johnson syndrome,257,0
tramadol,renal failure,4449,2
tramadol,kidney failure,0,0
tramadol,hepatic failure,435,1
tramadol,liver failure,0,0
tramadol,respiratory failure,987,1
tramadol,pulmonary embolism,1263,1
tramadol,deep vein thrombosis,1062,1
tramadol,gastrointestinal haemorrhage,1216,1
tramadol,internal bleeding,0,0
tramadol,seizure,2146,2
tramadol,convulsion,1029,1
tramadol,suicidal ideation,1846,1
tramadol,rhabdomyolysis,763,1
tramadol,pancreatitis,658,1
tramadol,sepsis,1825,1
tramadol,chest pain,3415,2
tramadol,dyspnoea,8571,2
tramadol,shortness of breath,0,0
tramadol,dizziness,8182,2
tramadol,vertigo,1045,1
tramadol,palpitations,1391,1
tramadol,tachycardia,2102,2
tramadol,bradycardia,807,1
tramadol,hypertension,4468,2
tramadol,hypotension,3163,2
tramadol,syncope,1574,1
tramadol,fainting,0,0
tramadol,oedema,1784,1
tramadol,swelling,2391,2
tramadol,rash,4922,2
tramadol,urticaria,2418,2
tramadol,hives,0,0
tramadol,pruritus,4644,2
tramadol,itching,0,0
tramadol,vomiting,10236,2
tramadol,nausea,13348,2
tramadol,diarrhoea,9410,2
tramadol,abdominal pain,4086,2
tramadol,headache,9937,2
tramadol,migraine,2044,2
tramadol,tremor,2813,2
tramadol,insomnia,5423,2
tramadol,anxiety,6660,2
tramadol,depression,6370,2
tramadol,fatigue,11636,2
tramadol,asthenia,6320,2
tramadol,weakness,0,0
tramadol,pyrexia,4672,2
tramadol,fever,0,0
tramadol,arthralgia,7709,2
tramadol,joint pain,0,0
tramadol,myalgia,2344,2
tramadol,muscle pain,0,0
tramadol,back pain,4877,2
tramadol,cough,3443,2
ultram,myocardial infarction,392,1
ultram,heart attack,0,0
ultram,cardiac arrest,116,0
ultram,stroke,0,0
ultram,cerebrovascular accident,303,1
ultram,anaphylactic reaction,88,0
ultram,anaphylaxis,0,0
ultram,angioedema,29,0
ultram,stevens-johnson syndrome,0,0
ultram,renal failure,470,1
ultram,kidney failure,0,0
ultram,hepatic failure,29,0
ultram,liver failure,0,0
ultram,respiratory failure,129,0
ultram,pulmonary embolism,254,0
ultram,deep vein thrombosis,261,0
ultram,gastrointestinal haemorrhage,248,0
ultram,internal bleeding,0,0
ultram,seizure,102,0
ultram,convulsion,397,1
ultram,suicidal ideation,228,0
ultram,rhabdomyolysis,42,0
ultram,pancreatitis,121,0
ultram,sepsis,191,0
ultram,chest pain,519,1
ultram,dyspnoea,961,1
ultram,shortness of breath,0,0
ultram,dizziness,930,1
ultram,vertigo,126,0
ultram,palpitations,226,0
ultram,tachycardia,192,0
ultram,bradycardia,79,0
ultram,hypertension,571,1
ultram,hypotension,348,1
ultram,syncope,183,0
ultram,fainting,0,0
ultram,oedema,135,0
ultram,swelling,160,0
ultram,rash,481,1
ultram,urticaria,199,0
ultram,hives,0,0
ultram,pruritus,393,1
ultram,itching,0,0
ultram,vomiting,917,1
ultram,nausea,1446,1
ultram,diarrhoea,840,1
ultram,abdominal pain,494,1
ultram,headache,1094,1
ultram,migraine,254,0
ultram,tremor,353,1
ultram,insomnia,590,1
ultram,anxiety,732,1
ultram,depression,702,1
ultram,fatigue,1137,1
ultram,asthenia,756,1
ultram,weakness,0,0
ultram,pyrexia,437,1
ultram,fever,0,0
ultram,arthralgia,728,1
ultram,joint pain,0,0
ultram,myalgia,296,0
ultram,muscle pain,0,0
ultram,back pain,614,1
ultram,cough,327,1
oxycodone,myocardial infarction,1767,1
oxycodone,heart attack,0,0
oxycodone,cardiac arrest,3227,2
oxycodone,stroke,0,0
oxycodone,cerebrovascular accident,1716,1
oxycodone,anaphylactic reaction,425,1
oxycodone,anaphylaxis,0,0
oxycodone,angioedema,218,0
oxycodone,stevens-johnson syndrome,163,0
oxycodone,renal failure,3422,2
oxycodone,kidney failure,0,0
oxycodone,hepatic failure,496,1
oxycodone,liver failure,0,0
oxycodone,respiratory failure,1361,1
oxycodone,pulmonary embolism,2123,2
oxycodone,deep vein thrombosis,1755,1
oxycodone,gastrointestinal haemorrhage,1064,1
oxycodone,internal bleeding,0,0
oxycodone,seizure,1539,1
oxycodone,convulsion,551,1
oxycodone,suicidal ideation,2154,2
oxycodone,rhabdomyolysis,591,1
oxycodone,pancreatitis,863,1
oxycodone,sepsis,2176,2
oxycodone,chest pain,3838,2
oxycodone,dyspnoea,10246,2
oxycodone,shortness of breath,0,0
oxycodone,dizziness,7075,2
oxycodone,vertigo,662,1
oxycodone,palpitations,1212,1
oxycodone,tachycardia,1418,1
oxycodone,bradycardia,636,1
oxycodone,hypertension,5113,2
oxycodone,hypotension,3127,2
oxycodone,syncope,1161,1
oxycodone,fainting,0,0
oxycodone,oedema,2056,2
oxycodone,swelling,5083,2
oxycodone,rash,8700,2
oxycodone,urticaria,3949,2
oxycodone,hives,0,0
oxycodone,pruritus,6862,2
oxycodone,itching,0,0
oxycodone,vomiting,10541,2
oxycodone,nausea,14997,2
oxycodone,diarrhoea,10948,2
oxycodone,abdominal pain,4447,2
oxycodone,headache,9910,2
oxycodone,migraine,2717,2
oxycodone,tremor,2564,2
oxycodone,insomnia,6752,2
oxycodone,anxiety,10347,2
oxycodone,depression,9354,2
oxycodone,fatigue,15155,2
oxycodone,asthenia,7359,2
oxycodone,weakness,0,0
oxycodone,pyrexia,7985,2
oxycodone,fever,0,0
oxycodone,arthralgia,8966,2
oxycodone,joint pain,0,0
oxycodone,myalgia,1783,1
oxycodone,muscle pain,0,0
oxycodone,back pain,5520,2
oxycodone,cough,2593,2
percocet,myocardial infarction,712,1
percocet,heart attack,0,0
percocet,cardiac arrest,258,0
percocet,stroke,0,0
percocet,cerebrovascular accident,645,1
percocet,anaphylactic reaction,127,0
percocet,anaphylaxis,0,0
percocet,angioedema,75,0
percocet,stevens-johnson syndrome,0,0
percocet,renal failure,971,1
percocet,kidney failure,0,0
percocet,hepatic failure,140,0
percocet,liver failure,0,0
percocet,respiratory failure,354,1
percocet,pulmonary embolism,964,1
percocet,deep vein thrombosis,820,1
percocet,gastrointestinal haemorrhage,410,1
percocet,internal bleeding,0,0
percocet,seizure,398,1
percocet,convulsion,335,1
percocet,suicidal ideation,747,1
percocet,rhabdomyolysis,83,0
percocet,pancreatitis,350,1
percocet,sepsis,536,1
percocet,chest pain,1279,1
percocet,dyspnoea,2600,2
percocet,shortness of breath,0,0
percocet,dizziness,2048,2
percocet,vertigo,230,0
percocet,palpitations,439,1
percocet,tachycardia,303,1
percocet,bradycardia,137,0
percocet,hypertension,1192,1
percocet,hypotension,823,1
percocet,syncope,424,1
percocet,fainting,0,0
percocet,oedema,340,1
percocet,swelling,593,1
percocet,rash,1391,1
percocet,urticaria,663,1
percocet,hives,0,0
percocet,pruritus,1238,1
percocet,itching,0,0
percocet,vomiting,2796,2
percocet,nausea,4275,2
percocet,diarrhoea,2847,2
percocet,abdominal pain,1457,1
percocet,headache,2764,2
percocet,migraine,743,1
percocet,tremor,993,1
percocet,insomnia,1968,1
percocet,anxiety,3063,2
percocet,depression,3186,2
percocet,fatigue,3609,2
percocet,asthenia,2111,2
percocet,weakness,0,0
percocet,pyrexia,1337,1
percocet,fever,0,0
percocet,arthralgia,2143,2
percocet,joint pain,0,0
percocet,myalgia,673,1
percocet,muscle pain,0,0
percocet,back pain,2109,2
percocet,cough,944,1
hydrocodone,myocardial infarction,1710,1
hydrocodone,heart attack,0,0
hydrocodone,cardiac arrest,2358,2
hydrocodone,stroke,0,0
hydrocodone,cerebrovascular accident,1549,1
hydrocodone,anaphylactic reaction,181,0
hydrocodone,anaphylaxis,0,0
hydrocodone,angioedema,113,0
hydrocodone,stevens-johnson syndrome,85,0
hydrocodone,renal failure,3605,2
hydrocodone,kidney failure,0,0
hydrocodone,hepatic failure,263,0
hydrocodone,liver failure,0,0
hydrocodone,respiratory failure,703,1
hydrocodone,pulmonary embolism,1400,1
hydrocodone,deep vein thrombosis,1343,1
hydrocodone,gastrointestinal haemorrhage,987,1
hydrocodone,internal bleeding,0,0
hydrocodone,seizure,998,1
hydrocodone,convulsion,554,1
hydrocodone,suicidal ideation,1531,1
hydrocodone,rhabdomyolysis,230,0
hydrocodone,pancreatitis,530,1
hydrocodone,sepsis,1099,1
hydrocodone,chest pain,2242,2
hydrocodone,dyspnoea,4857,2
hydrocodone,shortness of breath,0,0
hydrocodone,dizziness,4621,2
hydrocodone,vertigo,470,1
hydrocodone,palpitations,997,1
hydrocodone,tachycardia,650,1
hydrocodone,bradycardia,381,1
hydrocodone,hypertension,2417,2
hydrocodone,hypotension,1757,1
hydrocodone,syncope,765,1
hydrocodone,fainting,0,0
hydrocodone,oedema,570,1
hydrocodone,swelling,800,1
hydrocodone,rash,2725,2
hydrocodone,urticaria,941,1
hydrocodone,hives,0,0
hydrocodone,pruritus,2479,2
hydrocodone,itching,0,0
hydrocodone,vomiting,4774,2
hydrocodone,nausea,8365,2
hydrocodone,diarrhoea,5894,2
hydrocodone,abdominal pain,2239,2
hydrocodone,headache,5831,2
hydrocodone,migraine,1198,1
hydrocodone,tremor,1850,1
hydrocodone,insomnia,3768,2
hydrocodone,anxiety,8295,2
hydrocodone,depression,7155,2
hydrocodone,fatigue,7755,2
hydrocodone,asthenia,4140,2
hydrocodone,weakness,0,0
hydrocodone,pyrexia,1994,1
hydrocodone,fever,0,0
hydrocodone,arthralgia,4162,2
hydrocodone,joint pain,0,0
hydrocodone,myalgia,1372,1
hydrocodone,muscle pain,0,0
hydrocodone,back pain,3760,2
hydrocodone,cough,2205,2
vicodin,myocardial infarction,692,1
vicodin,heart attack,0,0
vicodin,cardiac arrest,252,0
vicodin,stroke,0,0
vicodin,cerebrovascular accident,549,1
vicodin,anaphylactic reaction,123,0
vicodin,anaphylaxis,0,0
vicodin,angioedema,55,0
vicodin,stevens-johnson syndrome,48,0
vicodin,renal failure,656,1
vicodin,kidney failure,0,0
vicodin,hepatic failure,94,0
vicodin,liver failure,0,0
vicodin,respiratory failure,258,0
vicodin,pulmonary embolism,865,1
vicodin,deep vein thrombosis,812,1
vicodin,gastrointestinal haemorrhage,326,1
vicodin,internal bleeding,0,0
vicodin,seizure,190,0
vicodin,convulsion,419,1
vicodin,suicidal ideation,600,1
vicodin,rhabdomyolysis,78,0
vicodin,pancreatitis,215,0
vicodin,sepsis,346,1
vicodin,chest pain,1093,1
vicodin,dyspnoea,1911,1
vicodin,shortness of breath,0,0
vicodin,dizziness,1697,1
vicodin,vertigo,187,0
vicodin,palpitations,384,1
vicodin,tachycardia,283,0
vicodin,bradycardia,115,0
vicodin,hypertension,968,1
vicodin,hypotension,590,1
vicodin,syncope,376,1
vicodin,fainting,0,0
vicodin,oedema,230,0
vicodin,swelling,287,0
vicodin,rash,991,1
vicodin,urticaria,398,1
vicodin,hives,0,0
vicodin,pruritus,860,1
vicodin,itching,0,0
vicodin,vomiting,1962,1
vicodin,nausea,3037,2
vicodin,diarrhoea,1815,1
vicodin,abdominal pain,1145,1
vicodin,headache,2022,2
vicodin,migraine,496,1
vicodin,tremor,796,1
vicodin,insomnia,1317,1
vicodin,anxiety,2434,2
vicodin,depression,2109,2
vicodin,fatigue,2415,2
vicodin,asthenia,1446,1
vicodin,weakness,0,0
vicodin,pyrexia,910,1
vicodin,fever,0,0
vicodin,arthralgia,1550,1
vicodin,joint pain,0,0
vicodin,myalgia,603,1
vicodin,muscle pain,0,0
vicodin,back pain,1466,1
vicodin,cough,775,1
ibuprofen,myocardial infarction,1261,1
ibuprofen,heart attack,0,0
ibuprofen,cardiac arrest,1200,1
ibuprofen,stroke,0,0
ibuprofen,cerebrovascular accident,1292,1
ibuprofen,anaphylactic reaction,1900,1
ibuprofen,anaphylaxis,0,0
ibuprofen,angioedema,2849,2
ibuprofen,stevens-johnson syndrome,968,1
ibuprofen,renal failure,3722,2
ibuprofen,kidney failure,0,0
ibuprofen,hepatic failure,591,1
ibuprofen,liver failure,0,0
ibuprofen,respiratory failure,924,1
ibuprofen,pulmonary embolism,2259,2
ibuprofen,deep vein thrombosis,1973,1
ibuprofen,gastrointestinal haemorrhage,2188,2
ibuprofen,internal bleeding,0,0
ibuprofen,seizure,1427,1
ibuprofen,convulsion,655,1
ibuprofen,suicidal ideation,1492,1
ibuprofen,rhabdomyolysis,599,1
ibuprofen,pancreatitis,782,1
ibuprofen,sepsis,1378,1
ibuprofen,chest pain,4088,2
ibuprofen,dyspnoea,10653,2
ibuprofen,shortness of breath,0,0
ibuprofen,dizziness,8375,2
ibuprofen,vertigo,960,1
ibuprofen,palpitations,1899,1
ibuprofen,tachycardia,1961,1
ibuprofen,bradycardia,795,1
ibuprofen,hypertension,4156,2
ibuprofen,hypotension,3081,2
ibuprofen,syncope,1669,1
ibuprofen,fainting,0,0
ibuprofen,oedema,1858,1
ibuprofen,swelling,4548,2
ibuprofen,rash,8981,2
ibuprofen,urticaria,5341,2
ibuprofen,hives,0,0
ibuprofen,pruritus,7903,2
ibuprofen,itching,0,0
ibuprofen,vomiting,10094,2
ibuprofen,nausea,13727,2
ibuprofen,diarrhoea,9747,2
ibuprofen,abdominal pain,5133,2
ibuprofen,headache,12345,2
ibuprofen,migraine,2670,2
ibuprofen,tremor,2188,2
ibuprofen,insomnia,5555,2
ibuprofen,anxiety,6414,2
ibuprofen,depression,5188,2
ibuprofen,fatigue,14501,2
ibuprofen,asthenia,6475,2
ibuprofen,weakness,0,0
ibuprofen,pyrexia,7918,2
ibuprofen,fever,0,0
ibuprofen,arthralgia,10791,2
ibuprofen,joint pain,0,0
ibuprofen,myalgia,2628,2
ibuprofen,muscle pain,0,0
ibuprofen,back pain,5423,2
ibuprofen,cough,4055,2
advil,myocardial infarction,374,1
advil,heart attack,0,0
advil,cardiac arrest,66,0
advil,stroke,0,0
advil,cerebrovascular accident,411,1
advil,anaphylactic reaction,184,0
advil,anaphylaxis,0,0
advil,angioedema,93,0
advil,stevens-johnson syndrome,96,0
advil,renal failure,422,1
advil,kidney failure,0,0
advil,hepatic failure,60,0
advil,liver failure,0,0
advil,respiratory failure,93,0
advil,pulmonary embolism,563,1
advil,deep vein thrombosis,482,1
advil,gastrointestinal haemorrhage,280,0
advil,internal bleeding,0,0
advil,seizure,210,0
advil,convulsion,177,0
advil,suicidal ideation,268,0
advil,rhabdomyolysis,36,0
advil,pancreatitis,134,0
advil,sepsis,168,0
advil,chest pain,955,1
advil,dyspnoea,1914,1
advil,shortness of breath,0,0
advil,dizziness,2425,2
advil,vertigo,283,0
advil,palpitations,568,1
